24.11.2021 12:45:27;54.31 45.38 41.00 36.88 32.56 29.19 26.25 24.62 20.94 18.62
24.11.2021 12:45:33;54.38 45.50 41.13 37.00 32.69 29.31 26.31 24.69 21.00 18.69
24.11.2021 12:45:39;54.56 45.56 41.25 37.13 32.81 29.44 26.44 24.75 21.06 18.75
24.11.2021 12:45:46;54.63 45.75 41.38 37.25 32.88 29.50 26.50 24.87 21.19 18.81
24.11.2021 12:45:52;54.81 45.88 41.50 37.38 33.00 29.62 26.62 25.00 21.25 18.94
24.11.2021 12:45:58;54.94 46.00 41.56 37.50 33.13 29.75 26.69 25.06 21.31 19.00
24.11.2021 12:46:05;55.06 46.13 41.75 37.56 33.19 29.81 26.81 25.06 21.37 19.00
24.11.2021 12:46:11;55.19 46.25 41.88 37.69 33.31 29.94 26.87 25.19 21.44 19.12
24.11.2021 12:46:17;55.31 46.31 42.00 37.81 33.44 30.00 27.00 25.31 21.50 19.19
24.11.2021 12:46:24;55.44 46.50 42.06 37.94 33.56 30.12 27.06 25.37 21.62 19.25
24.11.2021 12:46:30;55.63 46.63 42.19 38.00 33.63 30.19 27.19 25.50 21.69 19.25
24.11.2021 12:46:36;55.69 46.75 42.31 38.13 33.75 30.31 27.25 25.56 21.75 19.37
24.11.2021 12:46:43;55.81 46.81 42.44 38.25 33.88 30.37 27.37 25.62 21.81 19.44
24.11.2021 12:46:49;55.94 46.94 42.50 38.38 33.94 30.50 27.44 25.69 21.94 19.44
24.11.2021 12:46:55;56.06 47.06 42.69 38.44 34.06 30.62 27.56 25.81 22.00 19.56
24.11.2021 12:47:02;56.19 47.19 42.75 38.56 34.19 30.69 27.62 25.87 22.06 19.62
24.11.2021 12:47:08;56.31 47.31 42.88 38.69 34.25 30.75 27.75 25.94 22.12 19.69
24.11.2021 12:47:14;56.44 47.44 43.00 38.81 34.38 30.87 27.81 26.06 22.19 19.69
24.11.2021 12:47:21;56.50 47.56 43.13 38.88 34.44 31.00 27.87 26.12 22.31 19.81
24.11.2021 12:47:27;56.69 47.63 43.25 39.00 34.56 31.06 28.00 26.19 22.31 19.87
24.11.2021 12:47:33;56.81 47.81 43.38 39.13 34.63 31.19 28.06 26.31 22.37 19.94
24.11.2021 12:47:40;56.94 47.88 43.44 39.19 34.75 31.25 28.19 26.31 22.50 20.00
24.11.2021 12:47:46;57.06 47.94 43.56 39.31 34.88 31.37 28.25 26.44 22.56 20.06
24.11.2021 12:47:52;57.13 48.06 43.69 39.38 34.94 31.44 28.37 26.50 22.62 20.12
24.11.2021 12:47:59;57.25 48.19 43.81 39.50 35.06 31.56 28.44 26.56 22.75 20.19
24.11.2021 12:48:05;57.38 48.31 43.88 39.63 35.13 31.62 28.50 26.62 22.81 20.19
24.11.2021 12:48:11;57.50 48.44 44.00 39.75 35.25 31.69 28.62 26.75 22.87 20.31
24.11.2021 12:48:18;57.56 48.50 44.13 39.81 35.31 31.81 28.69 26.81 22.94 20.37
24.11.2021 12:48:24;57.75 48.63 44.25 39.94 35.44 31.87 28.75 26.87 22.94 20.44
24.11.2021 12:48:30;57.81 48.75 44.31 40.06 35.50 32.00 28.87 27.00 23.06 20.44
24.11.2021 12:48:37;57.88 48.88 44.44 40.13 35.63 32.13 28.94 27.06 23.12 20.50
24.11.2021 12:48:43;58.06 48.94 44.56 40.25 35.69 32.13 29.00 27.12 23.19 20.56
24.11.2021 12:48:49;58.13 49.06 44.63 40.31 35.81 32.25 29.12 27.19 23.25 20.62
24.11.2021 12:48:56;58.25 49.19 44.75 40.38 35.88 32.38 29.19 27.25 23.31 20.69
24.11.2021 12:49:02;58.38 49.25 44.88 40.50 36.00 32.44 29.31 27.31 23.37 20.75
24.11.2021 12:49:08;58.50 49.38 44.94 40.63 36.06 32.50 29.37 27.44 23.44 20.81
24.11.2021 12:49:15;58.63 49.50 45.06 40.69 36.19 32.63 29.44 27.44 23.50 20.87
24.11.2021 12:49:21;58.75 49.56 45.13 40.81 36.31 32.69 29.50 27.56 23.56 20.94
24.11.2021 12:49:27;58.81 49.69 45.25 40.88 36.31 32.81 29.62 27.62 23.69 21.00
24.11.2021 12:49:34;58.88 49.75 45.31 41.00 36.44 32.88 29.69 27.69 23.69 21.06
24.11.2021 12:49:40;59.00 49.88 45.44 41.06 36.50 32.94 29.75 27.75 23.81 21.12
24.11.2021 12:49:46;59.06 49.94 45.50 41.19 36.63 33.00 29.81 27.87 23.87 21.19
24.11.2021 12:49:53;59.13 50.06 45.63 41.25 36.69 33.06 29.94 27.87 23.94 21.25
24.11.2021 12:49:59;59.25 50.13 45.69 41.31 36.75 33.19 30.00 28.00 24.00 21.31
24.11.2021 12:50:05;59.31 50.25 45.75 41.44 36.81 33.25 30.06 28.06 24.06 21.37
24.11.2021 12:50:12;59.38 50.31 45.88 41.50 36.88 33.31 30.19 28.12 24.12 21.37
24.11.2021 12:50:18;59.56 50.44 45.94 41.56 37.00 33.44 30.25 28.19 24.19 21.50
24.11.2021 12:50:24;59.63 50.50 46.06 41.69 37.06 33.50 30.31 28.25 24.25 21.56
24.11.2021 12:50:31;59.69 50.56 46.19 41.75 37.19 33.56 30.37 28.31 24.31 21.56
24.11.2021 12:50:37;59.81 50.69 46.25 41.81 37.25 33.63 30.44 28.37 24.37 21.56
24.11.2021 12:50:43;59.88 50.75 46.31 41.94 37.31 33.75 30.56 28.50 24.44 21.69
24.11.2021 12:50:50;59.94 50.88 46.44 42.06 37.44 33.81 30.62 28.56 24.50 21.75
24.11.2021 12:50:56;60.06 50.94 46.50 42.13 37.50 33.88 30.69 28.62 24.56 21.81
24.11.2021 12:51:02;60.13 51.06 46.63 42.19 37.56 33.94 30.75 28.69 24.62 21.81
24.11.2021 12:51:09;60.25 51.13 46.69 42.31 37.69 34.06 30.87 28.75 24.69 21.87
24.11.2021 12:51:15;60.38 51.25 46.75 42.38 37.75 34.13 30.94 28.81 24.75 21.94
24.11.2021 12:51:21;60.44 51.38 46.88 42.44 37.81 34.19 31.00 28.87 24.81 22.00
24.11.2021 12:51:28;60.56 51.44 46.94 42.56 37.94 34.25 31.06 28.94 24.87 22.12
24.11.2021 12:51:34;60.63 51.50 47.06 42.63 38.00 34.31 31.12 29.00 24.94 22.12
24.11.2021 12:51:40;60.69 51.56 47.13 42.69 38.06 34.44 31.19 29.06 25.00 22.19
24.11.2021 12:51:47;60.75 51.69 47.25 42.81 38.19 34.50 31.31 29.19 25.06 22.25
24.11.2021 12:51:53;60.88 51.75 47.31 42.88 38.25 34.56 31.37 29.19 25.12 22.31
24.11.2021 12:51:59;61.00 51.88 47.38 42.94 38.31 34.63 31.44 29.25 25.12 22.37
24.11.2021 12:52:06;61.13 51.94 47.50 43.00 38.38 34.75 31.50 29.31 25.19 22.37
24.11.2021 12:52:12;61.19 52.06 47.56 43.13 38.50 34.81 31.56 29.37 25.25 22.44
24.11.2021 12:52:18;61.31 52.13 47.69 43.19 38.63 34.88 31.62 29.44 25.31 22.50
24.11.2021 12:52:25;61.44 52.25 47.75 43.31 38.69 35.00 31.75 29.50 25.37 22.50
24.11.2021 12:52:31;61.50 52.38 47.88 43.38 38.75 35.06 31.81 29.62 25.44 22.56
24.11.2021 12:52:38;61.63 52.44 47.94 43.50 38.81 35.13 31.87 29.62 25.44 22.62
24.11.2021 12:52:44;61.69 52.50 48.06 43.56 38.88 35.19 31.94 29.69 25.50 22.62
24.11.2021 12:52:50;61.81 52.63 48.13 43.63 39.00 35.31 32.00 29.75 25.62 22.69
24.11.2021 12:52:57;61.88 52.69 48.25 43.75 39.06 35.38 32.06 29.81 25.62 22.75
24.11.2021 12:53:03;62.00 52.81 48.31 43.81 39.13 35.44 32.13 29.87 25.69 22.75
24.11.2021 12:53:09;62.06 52.88 48.38 43.88 39.25 35.50 32.25 29.94 25.75 22.81
24.11.2021 12:53:16;62.13 53.00 48.50 44.00 39.31 35.63 32.31 30.00 25.75 22.81
24.11.2021 12:53:22;62.25 53.06 48.56 44.06 39.38 35.69 32.38 30.06 25.87 22.87
24.11.2021 12:53:28;62.38 53.19 48.69 44.13 39.44 35.75 32.44 30.12 25.87 22.87
24.11.2021 12:53:35;62.44 53.25 48.75 44.25 39.50 35.81 32.50 30.19 25.94 22.94
24.11.2021 12:53:41;62.56 53.31 48.88 44.31 39.63 35.88 32.56 30.25 26.00 23.00
24.11.2021 12:53:47;62.63 53.44 48.94 44.44 39.63 35.94 32.63 30.25 26.00 23.06
24.11.2021 12:53:54;62.75 53.50 49.00 44.50 39.75 36.00 32.69 30.31 26.06 23.06
24.11.2021 12:54:00;62.81 53.56 49.13 44.56 39.81 36.06 32.75 30.37 26.12 23.12
24.11.2021 12:54:06;62.94 53.69 49.19 44.63 39.88 36.13 32.81 30.44 26.19 23.12
24.11.2021 12:54:13;63.00 53.75 49.25 44.69 39.94 36.19 32.88 30.50 26.19 23.19
24.11.2021 12:54:19;63.06 53.81 49.31 44.75 40.00 36.25 32.94 30.56 26.31 23.25
24.11.2021 12:54:25;63.13 53.88 49.38 44.81 40.06 36.31 33.00 30.56 26.25 23.25
24.11.2021 12:54:32;63.13 53.94 49.44 44.88 40.13 36.38 33.06 30.62 26.31 23.25
24.11.2021 12:54:38;63.25 54.00 49.56 44.94 40.19 36.44 33.13 30.69 26.37 23.31
24.11.2021 12:54:44;63.31 54.13 49.63 45.00 40.25 36.50 33.13 30.69 26.44 23.37
24.11.2021 12:54:51;63.38 54.19 49.69 45.13 40.31 36.56 33.19 30.81 26.44 23.37
24.11.2021 12:54:57;63.44 54.25 49.75 45.13 40.44 36.63 33.25 30.81 26.50 23.44
24.11.2021 12:55:03;63.56 54.38 49.81 45.25 40.44 36.69 33.31 30.87 26.56 23.50
24.11.2021 12:55:10;63.63 54.44 49.94 45.31 40.56 36.75 33.38 30.94 26.62 23.50
